SHA	AuthorDate	Type	Scope	Subject	Systems	Trees	Files
2e8a2d152	2025-06-22	other		[GEN][ZH] Do not acquire money transaction audio if the play sound parameter is false (#1130)		GeneralsMD	2
75c40d04b	2025-06-22	other		[GEN][ZH] Prevent using uninitialized memory 'locked_rects' in TextureLoader::Load_Thumbnail() (#1129)		GeneralsMD	2
1fbfbe768	2025-06-22	other		[GEN][ZH] Prevent dereferencing NULL pointer 'pbmi' and memory leaks in CreateBMPFile() (#1124)		GeneralsMD	2
d5e18c5da	2025-06-22	other		[GEN][ZH] Remove unnecessary NULL pointer test in CrateCollide::isValidToExecute() (#1110)		GeneralsMD	2
75a3a4b8e	2025-06-22	other		[GEN][ZH] Suppress compiler warning about dereferencing NULL pointer 'builderObj' in PlaceEventTranslator::translateGameMessage() (#1106)		GeneralsMD	2
869822967	2025-06-22	other		[GEN][ZH] Remove unnecessary NULL pointer tests in RTS3DScene::RTS3DScene() (#1105)	ZH-19	GeneralsMD	2
1ebbf5c67	2025-06-22	other		[ZH] Prevent dereferencing NULL pointer 'state' in StateMachine::xfer() (#1100)	ZH-24	GeneralsMD	1
5104ace04	2025-06-22	other		[GEN][ZH] Add Replay Simulation feature (#923)		Core;GeneralsMD	49
0279a8cbf	2025-06-21	other		[GEN][ZH] Fix using uninitialized memory 'buff' in INI::getNextQuotedAsciiString() (#1097)		GeneralsMD	2
f7f26a4fa	2025-06-21	other		[GEN][ZH] Fix dereferencing NULL pointer 'victimObj' in WeaponTemplate::estimateWeaponTemplateDamage() (#1093)		GeneralsMD	2
795c025b7	2025-06-21	other		[GEN][ZH] Prevent unlikely buffer overrun while writing to 'newPts' in PolygonTrigger::reallocate() (#1091)		GeneralsMD	2
fd0cb36b2	2025-06-21	other		[CORE] Fix copying of RefCountClass, RefCountValue (#1081)		Core	1
37b73d72f	2025-06-21	other		[GEN][ZH] Fix incorrect default Resolution selection in the Options Menu when the loaded Resolution does not match the active Display Resolution (#1056)		GeneralsMD	2
e83038f7b	2025-06-21	other		[GEN][ZH] Fix using uninitialized memory 'window' in GameWindowManagerScript's createGadget (#1127)		GeneralsMD	2
80e8b23ee	2025-06-21	other		[GEN][ZH] Fix dereferencing NULL pointer 'CBScheme->m_buttonQueueImage' in ControlBarSchemeManager::preloadAssets() (#1126)		GeneralsMD	2
ef82fdf1e	2025-06-21	other		[GEN][ZH] Add missing break keywords between switch labels in W3DProjectedShadow, W3DDisplay, W3DWater (#1125)	ZH-08	GeneralsMD	6
42bf7b9db	2025-06-21	other		[GEN][ZH] Prevent using uninitialized memory 'hr' in W3DShaderManager::LoadAndCreateD3DShader() (#1123)		GeneralsMD	2
896c0bc32	2025-06-21	other		[GEN][ZH] Prevent dereferencing NULL pointer 'button' in ScriptActions::doCameoFlash() (#1121)		GeneralsMD	2
b8685612e	2025-06-21	other		[GEN][ZH] Remove unnecessary NULL pointer test in UpdateSlotList() (#1120)		GeneralsMD	4
d96ccec5c	2025-06-21	other		[GEN][ZH] Write correct call to super class in constructor of GameSpyGameSlot (#1113)		GeneralsMD	2
7fd52451c	2025-06-21	other		[GEN][ZH] Fix dereferencing NULL pointer 'ext' in DX8Wrapper::_Create_DX8_Surface() (#1112)		GeneralsMD	2
c8625aeb5	2025-06-21	other		[GEN][ZH] Prevent buffer overrun while writing to 'new_types', 'new_lensflares' in DazzleRenderObjClass (#1111)		GeneralsMD	2
246b43f08	2025-06-21	other		[GEN][ZH] Fix heap-use-after-free in DisconnectManager::update() (#1103)		GeneralsMD	2
adacc2292	2025-06-21	other		[GEN][ZH] Prevent dereferencing NULL pointer 'that' in PhysicsBehavior::transferVelocityTo() (#1101)		GeneralsMD	2
9615d2169	2025-06-21	other		[GEN][ZH] Prevent dereferencing NULL pointer 'TheAI' in AI::parseAiDataDefinition() (#1096)	ZH-24	GeneralsMD	2
9d64a430c	2025-06-21	other		[GEN][ZH] Fix using uninitialized memory 'curVictim' in EMPUpdate (#1094)		GeneralsMD	2
af35ed98b	2025-06-21	other		[GEN][ZH] Prevent reading invalid data in LoadScreen (#1090)		GeneralsMD	2
915bd6498	2025-06-21	other		[GEN][ZH] Prevent dereferencing NULL pointer 'tex' in WW3DAssetManager::Get_Texture() (#1089)		GeneralsMD	2
0ebdeebbb	2025-06-21	other		[GEN][ZH] Prevent using uninitialized memory 'start', 'end' in BridgeScaffoldBehavior::update() (#1088)	ZH-02	GeneralsMD	2
093416a8a	2025-06-21	other		[GEN][ZH] Prevent using uninitialized memory 'offset_u' in W3DTankDraw, W3DTankTruckDraw (#1086)		GeneralsMD	4
1c8b33d30	2025-06-21	other		[GEN][ZH] Annotate fallthrough between various switch case labels (#1085)		Core;GeneralsMD	25
2a179d8ad	2025-06-21	other		[ZH] Fix heap-use-after-free in LayersList::updateUIFromList() when creating a new map in World Builder (#1098)		GeneralsMD	1
cc7dbee99	2025-06-21	other		[GEN][ZH] Downgrade debug assertion to log for isPathInDirectory (#1128)		GeneralsMD	4
52b6eb066	2025-06-21	other		[GEN][ZH] Replace TheGlobalData macro with inline variable to make debugging easier (#1118)		GeneralsMD	2
2389b0944	2025-06-20	other		[ZH] Remove unnecessary NULL pointer test in ..CrateCollide::executeCrateBehavior (#1109)		GeneralsMD	2
ad7640d83	2025-06-20	other		[CORE] Prevent dereferencing NULL pointer 't' in Record_Texture_End() (#1108)	ZH-25	Core	1
524773239	2025-06-20	other		[ZH] Prevent dereferencing NULL pointer 'ppi' in FlightDeckBehavior::exitObjectViaDoor() (#1107)		GeneralsMD	1
818680e86	2025-06-20	other		[GEN][ZH] Fix dereferencing NULL pointer 'hostStruct' in PingThreadClass::Thread_Function() (#1102)		GeneralsMD	4
6026f2ce0	2025-06-20	other		[GITHUB] Disable VCPKG builds and remove INTERNAL builds to speed up CI (#1115)			1
51afe0c6d	2025-06-19	other		[CORE] Fix compile error "friend cannot be used with static" in mangler's and matchbot's threadfac.h (#1104)		Core	2
ef5fea1e4	2025-06-19	other		[GEN][ZH] Fix missing return value of StateMachine::Num_Refs() (#1082)	ZH-24	GeneralsMD	2
40a21af51	2025-06-19	other		[CORE][GEN][ZH] Make tools compile with clang-cl in VS2022 (#1039)		Core;GeneralsMD	14
d19cccd14	2025-06-19	other		[GEN][ZH] Make games compile with clang-cl in VS2022 (#888)	ZH-17	Core;GeneralsMD	36
887892d4f	2025-06-19	other		[GEN][ZH] Fix security issue in map transfer by validating file paths when creating real paths from portable paths (#1058)		GeneralsMD	18
cdffbac6e	2025-06-19	other		[GEN][ZH] Fix erroneous fflush(NULL) in RecorderClass::updateRecord() (#1077)		GeneralsMD	2
a2eb85643	2025-06-19	other		[GEN][ZH] Significantly improve runtime performance by removing extraneous call to fflush in RecorderClass::writeToFile() (#1076)		GeneralsMD	2
abbb1913e	2025-06-18	other		[GEN][ZH] Prevent IP options from changing when changing the Display Resolution in the Options Menu (#1060)		GeneralsMD	2
3c9397c30	2025-06-18	other		[GEN][ZH] Refactor evacuation code in OpenContain, TunnelContain (#1007)		GeneralsMD	5
824ca017c	2025-06-18	other		[CORE] Fix wrong loop increment in GeneralsMatcher::checkMatchesInUserMap() (#1080)		Core	1
b5ebe6333	2025-06-18	other		[GEN][ZH] Fix Lan player tooltip (#408)		GeneralsMD	4
2b74bdad0	2025-06-18	other		[GEN][ZH] Change reference counter implementation for StateMachine to avoid mismatch with Retail (#1078)	ZH-24	Core;GeneralsMD	3
1165fff0e	2025-06-17	other		[GEN][ZH] Separate ParticleUplinkCannonUpdate's damage radius calculation from LaserUpdate's client update (2) (#1061)		GeneralsMD	2
83c058f7f	2025-06-17	other		[GEN][ZH] Refactor and clean up Command Line parsing (#1068)		GeneralsMD	10
1b60047cf	2025-06-17	other		[GEN][ZH] Fix some RTS_DEBUG and RTS_INTERNAL defines (#1070)		GeneralsMD	7
f9d7a6628	2025-06-16	other		[GEN][ZH] Remove unnecessary 3 seconds delay from game startup (#1069)		GeneralsMD	2
8b5ed7d9a	2025-06-16	other		[ZH] Revert fix for uninitialized cellBounds in Pathfinder::classifyFence() for VC6 builds to avoid mismatching with Retail (#1075)		GeneralsMD	1
af9710447	2025-06-16	other		[GEN][ZH] Simplify RecorderClass::appendNextCommand() (#1016)		GeneralsMD	2
007b3aeab	2025-06-15	other		[ZH] Set correct fake CRC for Zero Hour CD 1.04 (#1051)		GeneralsMD	2
4461232c8	2025-06-15	other		[GEN][ZH] Fix clang compile errors with enums FilterTypes, FilterModes, BodyDamageType (#1071)	ZH-02;ZH-04;ZH-24	GeneralsMD	20
68d9f9992	2025-06-15	other		[GEN][ZH] Refactor non-trivial string objects as variadic function parameter (#1062)	ZH-01;ZH-02;ZH-04;ZH-24	Core;GeneralsMD	48
d92834c81	2025-06-13	other		[CORE] Change memory order for std::atomic_flag::test_and_set in FastCriticalSectionClass and ProfileFastCS (#1057)		Core	2
68d4db323	2025-06-13	other		[GEN][ZH] Fix static initialization order for StatDumpClass and LogClass (#1003)		GeneralsMD	12
eea0e7e03	2025-06-12	other		[GEN][ZH] Fix crash in OpenContain::processDamageToContained() when killed occupants kill the host container (#1019)		GeneralsMD	2
e8b55f53e	2025-06-12	other		[GEN][ZH] Prevent a custom Display Resolution from changing when making other changes in the Options Menu (#1030)		GeneralsMD	2
2934adb22	2025-06-12	other		[GEN][ZH] Disable the Firewall Port Override and HTTP Proxy settings from the Options Menu when in-game (#1029)		GeneralsMD	2
0d713f23e	2025-06-12	other		[GEN][ZH] Prevent crashing from evaluating and saving disabled options in the Options Menu (#1028)		GeneralsMD	2
db0730fbd	2025-06-11	other		[GEN][ZH] Clear and assert GameWindow user data to avoid dangling pointers and memory leaks (#1027)		GeneralsMD	42
d981516dc	2025-06-11	other		[GEN][ZH] Fix Clang, GCC compile errors from static enum declarations (#1053)		GeneralsMD	10
e085a6f37	2025-06-11	other		[GEN][ZH] Add message with additional information on CRC mismatch in Replay playback (#1052)		GeneralsMD	2
ecd6507a6	2025-06-11	other		[GEN][ZH] Initialize all uninitialized variables in AIPathfind (#1043)		GeneralsMD	2
3e956f12a	2025-06-11	other		[ZH] Refactor logical expression in AcademyStats::init() (#1047)		GeneralsMD	1
234c88208	2025-06-11	other		[GEN][ZH] Refactor logical expression in SelectionTranslator::translateGameMessage() (#1046)		GeneralsMD	2
433788d72	2025-06-11	other		[CORE] Fix wrong comparison expression in unused OBBoxClass::operator!= (#1045)		Core	1
2ef7384c8	2025-06-11	other		[GEN][ZH] Fix logical expressions for TheGlobalData in TerrainTex and W3DShaderManager (#1044)		GeneralsMD	4
96055d625	2025-06-11	other		[GEN][ZH] Move CButtonShowColor header from source to include directory (#1042)		GeneralsMD	4
9efbc11eb	2025-06-11	other		[ZH] Fix compiler warnings for incorrect include file names in wdump (#1041)		GeneralsMD	10
0720a4e5f	2025-06-11	other		[CORE] Fix compiler warnings for incorrect include file names in W3DView (#1040)		Core	110
ec2c22ebb	2025-06-11	other		Revert "[GEN][ZH] Decouple the Game Logic update in ParticleUplinkCannonUpdate from the Orbit To Ground Laser drawable (#976)" (#1050)		GeneralsMD	2
92ea8b3c4	2025-06-09	other		Update README.md (#515)			1
9eac3d354	2025-06-09	other		[GEN][ZH] Improve Replay Menu to show names of missing maps in red color (#1022)		GeneralsMD	2
1d8109f73	2025-06-09	other		[GEN][ZH] Fix broken List Box when it contains tall rows (#1023)		GeneralsMD	2
b81f1b0b6	2025-06-08	other		[GEN][ZH] Fix hollow BOX particles treated as LINE particles in ParticleSystem::computeParticlePosition() (#756)		GeneralsMD	2
86587a825	2025-06-07	other		[ZH] Fix crash in TunnelContain::killAllContained() when killed occupants kill the host container (#1006)		GeneralsMD	3
74b42c4c4	2025-06-07	other		[CORE] Cleanup wwmath header for consistency (#1013)		Core	1
b2b2cb5e8	2025-06-07	other		[CORE] Fix up RefCountClass, RefCountPtr<T> (#1002)	ZH-24	Core;GeneralsMD	4
2c3051657	2025-05-31	other		[GEN][ZH] Implement new GUI error dialogs when attempting to load a Replay that was deleted or whose map is missing (#992)		Core;GeneralsMD	7
fc2ffd1f6	2025-05-31	other		[GEN][ZH] Move Replay Map info related code from PopulateReplayFileListbox to new function (#992)		GeneralsMD	2
10b1f2c58	2025-06-01	other		[GEN][ZH] Prevent dereferencing NULL pointer 'pSL' in GameLogic::startNewGame() when starting a new game without a map (#993)		GeneralsMD	2
692e45210	2025-05-25	other		[GEN][ZH] Prevent dereferencing NULL pointer 'md' in populateRandomStartPosition() when starting a new game without a map (#993)		GeneralsMD	2
294066960	2025-06-06	other		[GEN][ZH] Fix game crash in AIGroup::friend_moveFormationToPos() (#988)		GeneralsMD	2
15319afb2	2025-06-06	other		[ZH] Remove unnecessary try catch block in ~PlayerList() (#1015)		GeneralsMD	2
0942bed2a	2025-06-06	other		[GEN][ZH] Fix crash on GameEngine shutdown when GameLogic::clearGameData() was not called before (#1001)		GeneralsMD	2
0a1589e93	2025-06-06	other		[GEN][ZH] Remove superfluous ARRAY_SIZE macro in StagingRoomGameInfo.cpp (#1008)		GeneralsMD	2
4bbf0c019	2025-06-06	other		[CORE] Remove naked function declaration for WWMath::Inv_Sqrt (#1009)		Core	1
2856a23ca	2025-06-06	other		[GEN][ZH] Fix ParticleUplinkCannonUpdate mismatch, introduced by previous refactoring (#1012)		GeneralsMD	2
ef17abf69	2025-06-04	other		[GEN][ZH] Decouple the Game Logic update in ParticleUplinkCannonUpdate from the Orbit To Ground Laser drawable (#976)		GeneralsMD	2
08b06e361	2025-06-03	other		[GEN][ZH] Improve Network logging (#406)		GeneralsMD	26
df099f6bb	2025-06-03	other		[CORE] Change StringClass::Peek_Buffer functions to mutable Peek_Buffer and immutable str (#996)	ZH-01;ZH-25	Core;GeneralsMD	14
a42709776	2025-06-02	other		[ZH] Mark created files present in the FileSystem to prevent map.ini load failure after Network map transfer (#991)		GeneralsMD	1
42d5c3a3c	2025-06-01	other		[GEN][ZH] Fix logical errors with RecorderClass::testVersionPlayback() (#989)		GeneralsMD	6
0bef4c91a	2025-06-01	other		[GEN][ZH] Fix crash when exiting Replay playback while a player places a beacon (2) (#972)		GeneralsMD	2
de85be4b3	2025-06-01	other		[GEN][ZH] Fix crash when exiting Replay playback while a player places a beacon (#971)		GeneralsMD	4
5121f07be	2025-06-01	other		[GEN][ZH] Add Windows application manifest to tell Windows that the App is DPI aware (#595)		GeneralsMD	6
cc0e46149	2025-06-01	other		[GEN][ZH] Implement default key mapping for TOGGLE_FAST_FORWARD_REPLAY (#970)		GeneralsMD	2
241601959	2025-05-31	other		[GEN][ZH] Move duplicate code to load replay with into new function (#984)		GeneralsMD	2
d7d52e8b0	2025-05-31	other		[GEN][ZH] Fix missing OLDER REPLAY VERSION dialog when double clicking a replay to load (#984)		GeneralsMD	2
4a723fda1	2025-05-31	other		[GEN][ZH] Implement feature to Pause and Step Frames in Replay playback (#969)		GeneralsMD	18
13a19a9c0	2025-05-31	other		Improve use of RETAIL_COMPATIBLE_CRC macro (#983)		GeneralsMD	4
9a1b76171	2025-05-31	other		[GEN][ZH] Implement fake CRC for Generals CD 1.08, Zero Hour CD 1.04 executable compatibility (#965)		GeneralsMD	5
f603a129d	2025-05-31	other		[ZH] Fix crash in OpenContain::killAllContained() when killed occupants kill the host container (#921)		GeneralsMD	1
9e2df4e2b	2025-05-30	other		[GEN][ZH] Implement Network Lobby support for multi instance clients (#906)		GeneralsMD	10
01e364b86	2025-05-30	other		[GEN][ZH] Implement new user data ini files for multi instance clients (#905)		GeneralsMD	16
23da9ba1a	2025-05-30	other		[GEN][ZH] Fix wrong assert condition in ClientInstance::getInstanceIndex() (#977)		GeneralsMD	2
cfc9ea652	2025-05-30	other		[GEN][ZH] Add null pointer tests in AIUpdateInterface::privateCommandButtonObject(), privateGuardObject() (#973)		GeneralsMD	2
148aa7f36	2025-05-29	other		[GEN][ZH] Fix crash in AIUpdateInterface::privateMoveAwayFromUnit() when a delayed AICommandParms relates to a then deleted object (#964)		GeneralsMD	2
a72a1bf7c	2025-05-29	other		[GEN][ZH] Fix compiler warnings for issues with string literals (#945)		GeneralsMD	4
8b92568fb	2025-05-28	other		[ZH] Fix compiler warning for incorrect include file name (#944)		GeneralsMD	3
ce74d2710	2025-05-28	other		[GEN][ZH] Separate ParticleUplinkCannonUpdate's damage radius calculation from LaserUpdate's client update (#874)		Core;GeneralsMD	14
c56e24d2c	2025-05-28	other		[GEN][ZH] Fix crash in StateMachine when a chained StateMachine update deletes the executor StateMachine (#890)	ZH-24	Core;GeneralsMD	5
671f8b42f	2025-05-27	other		[GEN][ZH] Fix array new / scalar delete mismatches in GameEngine, GameEngineDevice (#947)		GeneralsMD	9
b37394089	2025-05-27	other		[GEN][ZH] Fix compiler warnings about missing return values for non-void functions (#955)		Core;GeneralsMD	4
40389ba37	2025-05-27	other		[ZH] Fix mistakenly ignored test in comma-separated expression in FlightDeckBehavior::buildInfo() (#948)		GeneralsMD	1
ddb68570a	2025-05-27	other		Fix compiler warnings for const qualifier on value return type (#943)	ZH-18	Core;GeneralsMD	20
2141f50e3	2025-05-27	other		[GEN][ZH] Remove obsolete copy-protection code (#958)		Core;GeneralsMD	27
0c39c8a5e	2025-05-26	other		[CORE] Remove unused variables in assignment operators of Vector3Randomizer classes (#957)		Core	2
85972b183	2025-05-26	other		[GEN][ZH] Remove obsolete and wrong code in listGroupRoomsCallback() (#946)		GeneralsMD	2
dffeac4f1	2025-05-26	other		[GEN][ZH] Fix incorrect grid resolution update condition in WaterRenderObjClass::setGridResolution() (#950)		GeneralsMD	2
d94172c4c	2025-05-26	other		[GEN][ZH] Fix incorrect size argument for memset in FileSystem::getFileInfo() (#949)		GeneralsMD	2
600cc2aee	2025-05-26	other		[GEN][ZH] Add parentheses around bit operations in locoSetMatches() (#951)		GeneralsMD	2
15e30cc44	2025-05-26	other		[GEN][ZH] Set correct size for array parameter in BezierSegment function declaration (#952)		GeneralsMD	2
f077c6c99	2025-05-26	other		[GEN][ZH] Fix compiler warnings for redundant parentheses in if statement (#956)		GeneralsMD	10
9c20c27be	2025-05-25	other		[GEN][ZH] Fix global-buffer-overflow at GUI_COMMAND_EXIT_CONTAINER in ControlBar::processCommandUI() (#922)		GeneralsMD	2
15a53d5c4	2025-05-24	other		[GEN][ZH] Fix crash when taking a screenshot while the Game Window clips over the screen edge (#892)		GeneralsMD	4
228f7fe9b	2025-05-23	other		[GEN][ZH] Prevent executing death modules and spawning new objects to avoid asserts and crashes when unloading a map and destroying all objects (#898)		GeneralsMD	2
27a50054e	2025-05-23	other		[ZH] Add missing call to IDirect3DSurface8::UnlockRect in W3DSmudge's copyRect (#893)		GeneralsMD	1
ff63f7547	2025-05-23	other		[GEN][ZH] Revert to uninitialized variable in AiPathFind::findGroundPath for VC6 builds to avoid mismatch with retail builds (#904)		GeneralsMD	2
c25825e6c	2025-05-22	other		[ZH] Implement Headless Mode (#651)	ZH-01;ZH-02;ZH-04	GeneralsMD	36
95980dc8f	2025-05-21	other		[GEN][ZH] Rename MemoryPoolObject::deleteInstance to MemoryPoolObject::deleteInstanceInternal (#889)		GeneralsMD	4
c8eb72c45	2025-05-20	other		[ZH] Unify code of AsciiString (#799)		GeneralsMD	4
91b5eb80d	2025-05-19	other		[GEN][ZH] Add additional logging for calls to DX8Wrapper::Reset_Device (#883)		GeneralsMD	4
9ff7ba29d	2025-05-19	other		[GEN][ZH] Fix Alt-tabbing crash (#846)		GeneralsMD	4
5cd47afd2	2025-05-19	other		[GEN][ZH] Fix crash in W3DBufferManager when a shadow buffer limit is exceeded (#879)	ZH-08	GeneralsMD	4
be0f69683	2025-05-19	other		[GEN][ZH] Fix heap-use-after-free in ScoreScaleUpTransition::draw and dangling pointers to GameWindow in WindowTransitions (#848)		GeneralsMD	10
84f902fd1	2025-05-19	other		[GEN][ZH] Fix compiler warnings for signed/unsigned mismatch of loop indices (#804)	ZH-04	Core;GeneralsMD	79
ce9d3d765	2025-05-18	other		[GEN][ZH] Fix undefined behavior in WindowLayout::destroyWindows (#878)		GeneralsMD	24
f5b8563ed	2025-05-18	other		[GEN][ZH] Fix infinite loop in ParticleSystemManager::update (#877)		GeneralsMD	2
e61cef2ce	2025-05-18	other		[GEN][ZH] Pause replay on CRC mismatch (#876)		GeneralsMD	2
147e9441d	2025-05-16	other		[GEN][ZH] Remove the now obsolete MEMORY_POOL_DELETEINSTANCE_VISIBILITY macro (#870)		GeneralsMD	4
8bd6d8132	2025-05-16	other		[GEN][ZH] Simplify calls to MemoryPoolObject::deleteInstance (#870)	ZH-01;ZH-04;ZH-07;ZH-15;ZH-18;ZH-19;ZH-24	Core;GeneralsMD	282
c73a79ab1	2025-05-16	other		[GEN][ZH] Fix undefined behavior with MemoryPoolObject::deleteInstance (#870)	ZH-01;ZH-04;ZH-07;ZH-15;ZH-18;ZH-19;ZH-24	Core;GeneralsMD	282
e99e0c08f	2025-05-16	other		Add python script to refactor most calls to deleteInstance (#870)			1
696cb63bd	2025-05-17	other		[GEN][ZH] Fix unsafe calls to _vsnprintf, _vsnwprintf, _snprintf, _snwprintf (#858)	ZH-25	Core;GeneralsMD	44
f47115ff1	2025-05-17	other		[GEN][ZH] Fix missing call to va_end in InGameUI::messageColor() (#872)		GeneralsMD	2
d44d90151	2025-05-16	other		[GEN][ZH] Center Game App Window on startup and resolution change (#541)		GeneralsMD	6
e65006ea8	2025-05-16	other		[GEN][ZH] Demote throw to assert in AsciiString::ensureUniqueBufferOfSize, UnicodeString::ensureUniqueBufferOfSize, Dict::ensureUnique (#861)		GeneralsMD	6
455dfabc1	2025-05-16	other		[GEN][ZH] Demote throw to assert in InGameUI::message, InGameUI::messageColor (#860)		GeneralsMD	6
0b628dde5	2025-05-16	other		[CORE] Fix VC6 compile error in max2w3d pluglib (#859)		Core	2
ce756df3f	2025-05-15	other		[GEN][ZH] Fix several potential buffer overruns in game code (#849)		Core;GeneralsMD	12
84aa95b3e	2025-05-13	other		[GEN][ZH] Enable use of Wave Editor in release build (#851)		GeneralsMD	2
ee7cc0e3a	2025-05-12	other		[GEN][ZH] Fix game halting when left Alt key is pressed (#837)		GeneralsMD	2
4154e9e57	2025-05-11	other		[GEN][ZH] Fix memory leak in SpecialAbilityUpdate::isWithinStartAbilityRange() (#845)		GeneralsMD	2
03959871d	2025-05-11	other		[GEN][ZH] Fix memory leak in SortingRendererClass::Insert_To_Sorting_Pool() (#844)		GeneralsMD	2
1b1682d5b	2025-05-11	other		[GEN][ZH] Initialize supplyTruck variable (#820)	ZH-24	GeneralsMD	2
62719fdf6	2025-05-10	other		[CMAKE] Disable game memory if ASAN is enabled (#833)			1
0e1bc6365	2025-05-10	other		[GEN][ZH] Demote throw to assert in AsciiString::format_va, UnicodeString::format_va (#835)		GeneralsMD	4
b10267dd2	2025-05-09	other		[GEN][ZH] Fix compile error in RecorderClass::cleanUpReplayFile when building RTS_DEBUG without DEBUG_LOGGING (#832)		GeneralsMD	2
7fff04440	2025-05-09	other		[GEN][ZH] Fix crash when DEBUG_CRASHING is enabled and loading a replay with unicode characters (#824)		GeneralsMD	2
7d884ad64	2025-04-28	other		[GEN][ZH] Fix DisplayString memory leak in ~W3DDisplay() (#623)		GeneralsMD	2
29f73797e	2025-04-20	other		[GEN][ZH] Remove redundant mesh unregister call in ~MeshModelClass() (#623)		GeneralsMD	2
939ee2a6f	2025-04-21	other		[GEN][ZH] Fix FileSystems memory leak on null filenames (#623)		GeneralsMD	4
28911dee9	2025-04-16	other		[GEN][ZH] Fix particle systems memory leak in ~W3DTankDraw() (#623)		GeneralsMD	2
797798383	2025-04-13	other		[ZH] Fix weather settings memory leak in ~SnowManager() (#623)		GeneralsMD	1
a445c2a79	2025-04-13	other		[GEN][ZH] Fix production queue items memory leak in ~ProductionUpdate() (#623)		GeneralsMD	2
96ebf330f	2025-04-07	other		[GEN][ZH] Fix material memory leak in ~W3DLaserDraw() (#623)		GeneralsMD	2
d3bed7133	2025-05-08	other		[GEN][ZH] Fix buffer overrun and memory leaks in listbox properties of GUIEdit (#796)		GeneralsMD	2
4f1f4896d	2025-05-07	other		[GEN][ZH] Add endian compat for BIGFileSystems (#798)		GeneralsMD	5
2467451ed	2025-05-07	other		[GEN][ZH] Fix CRC debug logger deleting logs when shellmap is loaded (#825)		GeneralsMD	2
dffe08de2	2025-05-07	other		[GEN] Fix wrong water color on radar (#823)		GeneralsMD	2
e8dd39b45	2025-05-06	other		[CORE] Unify and move GameEngine's Xfer files to Core (#821)		Core;GeneralsMD	22
78b79611d	2025-05-06	other		[GEN][ZH] Fix dangling pointer in StealthUpdate::update() when GLA Bomb Truck changes disguise (#816)		GeneralsMD	2
2713267ad	2025-05-05	other		[CORE] Move debug and profile libraries from Zero Hour to Core (#819)		Core;GeneralsMD	80
0820395d7	2025-05-05	other		[GEN][ZH] Remove obsolete template.h, benchmark.h (#818)		GeneralsMD	5
afd9c30aa	2025-05-05	other		[GEN][ZH] Fix possible division by zero in W3DCommandBarGenExpDraw() (#810)		GeneralsMD	2
916ee74cb	2025-05-05	other		[CORE] Move many unified WW3D2 library files to Core (#814)	ZH-19;ZH-25	Core;GeneralsMD	288
dfef05f99	2025-05-04	other		[CMAKE] Use CMAKE_CURRENT_SOURCE_DIR instead of dot for current directories (#812)		Core;GeneralsMD	13
ad3b031b1	2025-05-04	other		[CMAKE] Clean up some comments in CMake scripts (#811)		Core;GeneralsMD	10
e2064f21e	2025-05-04	other		[GEN][ZH] Fix dangling pointer at Player::m_defaultTeam when Team is destroyed (#809)		GeneralsMD	2
0f96db47e	2025-05-04	other		[CORE] Move WWAudio library files to Core (#802)	ZH-19	Core;GeneralsMD	92
f4811332a	2025-05-04	other		[GEN][ZH] Fix compile warnings related to the use of printf and scanf (#808)		Core;GeneralsMD	9
757e6385d	2025-05-04	other		[GEN][ZH] Fix compile warnings from implicit unsigned long to HRESULT conversions in Win32DIKeyboard (#807)		GeneralsMD	2
ef93f8e48	2025-05-04	other		[GEN][ZH] Fix compile warnings from the use of deprecated register keywords (#806)		GeneralsMD	4
47e08d096	2025-05-03	other		[GEN][ZH] Fix missing rename for RTS_DEBUG, RTS_INTERNAL, RTS_PROFILE (#803)	ZH-20	Core;GeneralsMD	36
8d6e26cfc	2025-05-02	other		[GEN][ZH] Implement multi instance support for the game client (#794)		GeneralsMD	15
ce5d68358	2025-05-02	other		[GEN][ZH] Fix and simplify the use of the log file in RecorderClass (#795)		GeneralsMD	6
5c494847c	2025-05-02	other		[GEN][ZH] Remove obsolete sec file presence checks (#788)		GeneralsMD	2
d2e5d6007	2025-05-01	other		[GEN][ZH] Unify code of GameAudio and MilesAudioManager (#782)		GeneralsMD	6
d7f7b3758	2025-05-01	other		[GEN][ZH] Fix uninitialized variable read in ConnectionManager::allCommandsReady() (#792)		GeneralsMD	2
f49b44fbd	2025-05-01	other		[GEN][ZH] Remove all instances of stopAllAmbientsBy() (#793)		GeneralsMD	6
70e9eba71	2025-05-01	other		[CORE] Build non-vcpkg builds with zlib-1.1.4 again (#770)		Core	4
16343f346	2025-03-10	other		[GEN][ZH] Compile out duplicate serial check in LAN lobby (#789)		GeneralsMD	2
60ab32b4d	2025-04-30	other		[GEN][ZH] Remove the unused Wwutil library (#786)		Core;GeneralsMD	13
bf71daf00	2025-04-29	other		[CORE] Move WWDownload library files to Core (#785)		Core;GeneralsMD	26
cdd8d6415	2025-04-29	other		[GEN][ZH] Unify all code of WWDownload (#785)		GeneralsMD	7
f9bdaa83a	2025-04-29	other		[GEN][ZH] Change _RELEASE macro to RTS_RELEASE (#780)		GeneralsMD	2
8686b985e	2025-04-29	other		[GEN][ZH] Change _PROFILE macro to RTS_PROFILE (#780)		GeneralsMD	8
